"1p",0,0,0,0
"2p",0,0,0,3.66
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,9.4
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,5.56
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,5.6
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,6.39
"1p",0,0,0,0
"2p",0,0,0,0
"3p",0,0,0,3.67
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",96.85,0,0,0
"8p",92.12,0,0,0
"9p",100,0,0,0
"10p",0,0,0,0
"11p",0,0,0,100
"12p",97.66,0,0,0
"16p",83.09,0,0,0
"17p",100,0,0,0
"18p",100,0,0,0
"19p",95.14,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,6.27,0
"6q",0,0,0,0
"7q",100,0,0,0
"8q",100,0,0,0
"9q",99.98,0,0,0
"10q",0,0,0,0
"11q",0,0,0,100
"12q",99.01,0,0,0
"13q",100,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",100,0,0,0
"17q",96.57,0,0,0
"18q",99.99,0,0,0
"19q",100,0,0,0
"20q",100,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
"1p",100,0,0,0
"2p",100,0,0,0
"3p",0,0,0,0
"4p",100,0,0,0
"5p",95.58,0,0,0
"6p",100,0,0,0
"7p",95.02,0,0,0
"8p",93.79,0,0,0
"9p",100,0,0,0
"10p",100,0,0,0
"11p",100,0,0,0
"12p",99.7,0,0,0
"16p",83.06,0,0,11.64
"17p",100,0,0,0
"18p",100,0,0,0
"19p",100,0,0,0
"20p",91.68,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,12.34
"1q",100,0,0,0
"2q",100,0,0,0
"3q",0,0,0,0
"4q",99.92,0,0,0
"5q",100,0,0,0
"6q",100,0,0,0
"7q",100,0,0,0
"8q",97.11,0,0,0
"9q",99.63,0,0,0
"10q",100,0,0,0
"11q",100,0,0,0
"12q",100,0,0,0
"13q",98.39,0,0,0
"14q",97.58,0,0,0
"15q",0,0,0,0
"16q",100,0,0,0
"17q",100,0,0,0
"18q",99.99,0,0,0
"19q",100,0,0,0
"20q",100,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",100,0,0,5.68
"1p",0,0,0,0
"2p",100,0,0,0
"3p",0,0,0,0
"4p",100,0,0,0
"5p",0,0,0,0
"6p",100,0,0,0
"7p",0,0,0,0
"8p",98.04,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",100,0,0,10.19
"12p",99.7,0,0,0
"16p",0,0,0,11.05
"17p",0,0,0,0
"18p",100,0,0,0
"19p",100,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",98.13,0,0,0
"2q",100,0,0,0
"3q",0,0,0,0
"4q",98.98,0,0,0
"5q",0,0,0,2.72
"6q",100,0,0,0
"7q",0,0,0,0
"8q",99.3,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",100,0,0,0
"12q",97.75,0,0,0
"13q",100,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,98.22,0
"17q",0,0,0,0
"18q",99.99,0,0,0
"19q",100,0,0,0
"20q",100,0,0,0
"21q",100,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",100,0,0,5.46
"1p",0,0,0,0
"2p",0,0,0,4.66
"3p",0,0,0,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,5.15
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,13.38
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
