"","GAIN","AMPLI","LOSS","LOH"
"1p",3.93,0,0,99.93
"2p",50.74,0,24.62,0
"3p",0,0,100,0
"4p",0,0,98.11,0
"5p",21.13,0,0,0
"6p",0,0,0,0
"7p",0,0,0,0
"8p",9.91,0,62.69,0
"9p",0,0,95.1,0
"10p",0,0,76.22,0
"11p",0,0,64,0
"12p",0,0,0,0
"16p",0,0,10.57,43.99
"17p",0,0,0,99.89
"18p",0,0,0,0
"19p",0,0,37.29,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",94.35,0,0,0
"2q",6.11,0,26.19,0
"3q",26.91,0,0,21.92
"4q",3.8,0,5.86,0
"5q",2.81,0,0,0
"6q",0,0,0,0
"7q",34.85,0,36.8,0
"8q",0,0,0,5.41
"9q",0,0,0,96.12
"10q",0,0,0,0
"11q",0,0,70.27,0
"12q",0,0,0,0
"13q",0,0,100,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,99.99
"19q",0,0,48.21,0
"20q",0,0,0,0
"21q",0,0,39.26,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",7.33,0,0,0
