"","GAIN","AMPLI","LOSS","LOH"
"1p",5.14,0,25.4,0
"2p",100,0,0,0
"3p",0,0,0,0
"4p",0,0,30.25,0
"5p",33.02,0,0,0
"6p",30.7,0,0,0
"7p",98.44,0,0,0
"8p",0,0,0,0
"9p",0,0,0,75.2
"10p",100,0,0,0
"11p",87.51,0,0,0
"12p",95.82,0,0,0
"16p",90.44,0,0,0
"17p",0,0,99.89,0
"18p",0,0,25.77,0
"19p",0,0,0,0
"20p",0,0,11.91,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",27.38,0,0,7.36
"1q",84.42,0,0,0
"2q",100,0,0,0
"3q",38.62,0,0,0
"4q",0,0,13.68,0
"5q",3.36,0,0,2.59
"6q",88.87,0,0,0
"7q",43.12,0,0,0
"8q",41.1,0,0,4.6
"9q",0,0,0,0
"10q",25.84,0,0,0
"11q",84.8,0,0,0
"12q",0,0,0,0
"13q",38.29,0,0,0
"14q",0,0,27.98,0
"15q",0,0,59.35,0
"16q",45.47,0,0,0
"17q",7.19,0,0,0
"18q",5.86,0,60.15,0
"19q",23.57,0,0,39.69
"20q",37.57,0,0,0
"21q",0,0,0,100
"22q",8.67,0,10.87,13.79
"Yq",0,0,0,0
"Xq",93.73,0,0,8.09
