"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,6.85,4.59
"2p",0,0,0,4.63
"3p",11.64,0,0,5.67
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0,0
"7p",0,0,0,5.48
"8p",0,0,0,0
"9p",0,0,20.24,34.1
"10p",0,0,19.72,0
"11p",0,0,0,6.86
"12p",0,0,9.51,0
"16p",15.75,0,0,12.05
"17p",0,0,69.82,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,11.39,3.1
"2q",0,0,2.77,0
"3q",0,0,0,3.01
"4q",0,0,0,2.27
"5q",0,0,0,2.64
"6q",0,0,0,0
"7q",0,0,0,4.37
"8q",3.28,0,0,3.28
"9q",4.72,0,0,4.38
"10q",0,0,7.9,0
"11q",0,0,17.3,0
"12q",6.96,0,0,0
"13q",0,0,9.96,0
"14q",0,0,0,0
"15q",0,0,9.2,4.86
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,26.52,0
"20q",0,0,11.23,0
"21q",0,0,0,0
"22q",8.56,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
