"","GAIN","AMPLI","LOSS","LOH"
"1p",2.5,0,0,6.77
"2p",0,0,0,0
"3p",8.91,0,0,5.04
"4p",0,0,0,0
"5p",10.03,0,0,0
"6p",0,0,0,17.29
"7p",6.63,0,0,0
"8p",0,0,68.05,0
"9p",0,0,39.98,12.31
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",11.05,0,0,0
"17p",0,0,75.3,0
"18p",38.06,0,0,0
"19p",0,0,24.64,0
"20p",0,0,0,54.29
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,0
"2q",5.44,0,0,0
"3q",0,0,0,0
"4q",4.95,0,0,0
"5q",0,0,0,0
"6q",0,0,76.27,11.45
"7q",0,0,0,3.95
"8q",24.26,0,0,0
"9q",0,0,0,0
"10q",0,0,0,0
"11q",0,0,26.49,15
"12q",0,0,0,5.7
"13q",8.4,0,4.97,79.69
"14q",0,0,0,0
"15q",5.85,0,29.46,8.22
"16q",27.68,0,0,0
"17q",17.47,0,51.25,0
"18q",0,0,54.49,9.79
"19q",0,0,0,0
"20q",0,0,0,0
"21q",10.83,0,0,0
"22q",28.05,0,0,0
"Yq",100,0,0,0
"Xq",24.58,0,0,0
