"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,32.52,0
"2p",76.48,0,0,0
"3p",53.7,0,0,0
"4p",96.47,0,0,0
"5p",99.94,0,0,26.24
"6p",9.79,0,0,0
"7p",95.01,0,0,0
"8p",93.46,0,0,0
"9p",100,0,0,0
"10p",0,0,0,0
"11p",98.42,0,0,0
"12p",92.68,0,0,0
"16p",93.64,0,0,0
"17p",0,0,90.92,0
"18p",50.57,0,0,0
"19p",43.36,0,0,0
"20p",0,0,55.66,39.53
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",95.68,0,0,0
"1q",98.34,0,0,0
"2q",48.01,0,0,0
"3q",100,0,0,0
"4q",63.2,0,0,0
"5q",100,0,0,13.28
"6q",0,0,0,2.82
"7q",90.86,0,0,0
"8q",41.93,0,0,0
"9q",97.82,0,0,0
"10q",0,0,0,0
"11q",100,0,0,0
"12q",100,0,0,0
"13q",83.63,0,0,0
"14q",0,0,41.97,0
"15q",53.11,0,0,0
"16q",54.04,0,0,0
"17q",100,0,0,0
"18q",0,0,90.9,0
"19q",100,0,0,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",100,0,0,13.2
"Yq",100,0,0,0
"Xq",99.69,0,0,0
