"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,99.93
"2p",81.84,0,0,0
"3p",0,0,0,100
"4p",0,0,0,0
"5p",52.88,0,0,0
"6p",100,0,0,16.29
"7p",0,0,0,0
"8p",0,0,46.65,81.47
"9p",63.01,0,0,0
"10p",77,0,0,0
"11p",74.62,0,0,0
"12p",0,0,0,99.63
"16p",80.35,0,0,100
"17p",0,0,0,99.89
"18p",0,0,0,99.9
"19p",0,0,0,100
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",95.68,0,0,99.81
"1q",77.99,0,0,7.09
"2q",36.03,0,0,0
"3q",0,0,0,72.9
"4q",0,0,0,0
"5q",7.36,0,0,10.93
"6q",100,0,0,0
"7q",100,0,0,0
"8q",99.43,0,0,0
"9q",72.19,0,0,0
"10q",20.27,0,0,3.75
"11q",0,0,0,100
"12q",0,0,0,99.97
"13q",19.82,0,0,0
"14q",0,0,0,98.92
"15q",0,0,0,0
"16q",70.22,0,29.74,51.64
"17q",21.91,0,0,74.88
"18q",0,0,0,99.99
"19q",51.57,0,0,0
"20q",0,0,0,0
"21q",32.34,0,0,0
"22q",0,0,0,100
"Yq",0,0,0,0
"Xq",99.69,0,0,0
