"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,100,0
"2p",0,0,0,0
"3p",0.02,0,45.6,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,7.35,0
"7p",0,0,0,0
"8p",7.31,0,0.61,0
"9p",0,0,95.1,0
"10p",0,0,1.63,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0.81,0,0.83,10.48
"17p",0,0,0,0
"18p",0,0,100,0
"19p",0,0,0,0
"20p",0,0,0.14,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,5.03
"1q",0,0,1.71,6.92
"2q",0.06,0,0,0
"3q",0,0,0,0
"4q",0,0,0.26,0
"5q",0.49,0,0.41,0
"6q",0,0,0,0
"7q",0.37,0,0.84,0
"8q",1.04,0,0.08,2.6
"9q",99.98,0,0,0
"10q",0,0,0,3.84
"11q",0,0,0,0
"12q",0.53,0,0.03,0
"13q",0,0,55.05,0
"14q",0,0,98.6,0
"15q",0,0,99.77,0
"16q",0.89,0,0,0
"17q",0,0,0.2,0
"18q",0,0,99.79,0
"19q",0,0,99.97,0
"20q",1.94,0,0,0
"21q",0.78,0,0.77,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,5.7,11.39
