"","GAIN","AMPLI","LOSS","LOH"
"1p",91.06,0,0,2.51
"2p",99.51,0,0,3.05
"3p",99.39,0,0,0
"4p",0,0,91.41,0
"5p",76.88,0,21.95,0
"6p",95.15,0,0,0
"7p",0,0,0,5.13
"8p",0.05,0,99.51,0
"9p",0,0,100,0
"10p",99.95,0,0,0
"11p",99.22,0,0,7.36
"12p",12.26,0,87.28,0
"16p",96.23,0,0,20.56
"17p",16.32,0,83.68,15.36
"18p",99.78,0,0,0
"19p",19.78,0,1.03,0
"20p",25.77,0,74.13,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.2,0,0,0
"1q",97.77,0,0,0
"2q",99.23,0,0,3.8
"3q",99.73,0,0,8.11
"4q",99.17,0,0,0
"5q",99.96,0,0,0
"6q",65.8,0,31.78,0
"7q",0,0,99.31,0
"8q",85.24,0,0,0
"9q",0,0,99.98,0
"10q",97.78,0,0,5.94
"11q",1.41,0,75.73,17.08
"12q",99.88,0,0,0
"13q",0,0,0,6.6
"14q",98.46,0,0,3.5
"15q",99.46,0,0,3.74
"16q",51.64,0,8.64,6.27
"17q",79.52,0,5.81,16.02
"18q",99.14,0,0,0
"19q",97.37,0,0,11.72
"20q",99.75,0,0,0
"21q",49.13,0,2.61,0
"22q",35.57,0,4.96,57.81
"Yq",0,0,0,0
"Xq",0.4,0,0,0
