"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,7.73,0
"2p",0,0,0,0
"3p",0,0,33.49,0
"4p",0,0,0,0
"5p",99.94,0,0,0
"6p",0,0,10.49,100
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,100,0
"10p",0,0,0,0
"11p",0,0,8.14,5.95
"12p",64.57,0,0,0
"16p",0,0,0,14.71
"17p",0,0,100,0
"18p",0,0,100,0
"19p",35.76,0,27.44,0
"20p",15.06,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,100,0
"1q",67.46,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,4.8
"5q",0,0,0,0
"6q",0,0,3.23,100
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0,0,99.98,0
"10q",0,0,0,0
"11q",82.52,0,0,0
"12q",5.08,0,0,0
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,55.49,44.05
"16q",0,0,72.82,0
"17q",64.57,0,34.19,64.57
"18q",0,0,99.99,0
"19q",0,0,0,0
"20q",69.25,0,0,0
"21q",0,0,100,0
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",0,0,98.52,0
