"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0.71,0,0.4,2.95
"3p",0.35,0,0.41,0
"4p",0,0,0.51,0
"5p",0,0,0,0
"6p",1.37,0,0.41,0
"7p",100,0,0,0
"8p",0,0,0,0
"9p",0,0,13.83,16.09
"10p",0,0,6.04,100
"11p",0.61,0,0,0
"12p",1.89,0,0,0
"16p",0.32,0,6,0
"17p",0.39,0,0.32,0
"18p",2.09,0,0,0
"19p",0.41,0,0,0
"20p",0,0,1.02,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",1.54,0,0,9.41
"1q",0,0,22.83,23.03
"2q",99.69,0,0,11.18
"3q",0,0,0.26,0
"4q",0.19,0,0,0
"5q",0.71,0,48.19,0
"6q",0,0,28.01,0
"7q",98.48,0,0,6.16
"8q",0.18,0,0,0
"9q",0.92,0,0.08,0
"10q",0,0,0.14,99.99
"11q",0.33,0,11.11,8.27
"12q",14.56,0,14.45,0
"13q",0.9,0,50.61,0
"14q",0.49,0,0.56,0
"15q",1.18,0,0,0
"16q",0,0,66.01,0
"17q",39.3,0,23.53,0
"18q",0,0,0,0
"19q",0.36,0,0,0
"20q",0.18,0,0.32,0
"21q",1.5,0,0.95,0
"22q",0,0,64.01,0
"Yq",0,0,0,0
"Xq",2.51,0,3.5,14.02
