"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,99.93,0
"2p",0,0,0,0
"3p",0,0,29.57,4.55
"4p",0,0,12.83,0
"5p",0,0,0,0
"6p",0,0,62.22,0
"7p",0,0,0,0
"8p",0,0,16.11,0
"9p",0,0,51.13,0
"10p",0,0,0,0
"11p",0,0,98.42,0
"12p",0,0,0,0
"16p",0,0,0,10.55
"17p",0,0,0,0
"18p",0,0,0,0
"19p",100,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",97.86,0,0,0
"2q",0,0,2.71,0
"3q",0,0,12.85,0
"4q",0,0,2.17,0
"5q",0,0,18.63,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0,0,0,4.71
"10q",0,0,0,3.28
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,49.51,0
"14q",0,0,43.62,0
"15q",0,0,0,0
"16q",0,0,100,0
"17q",94.81,0,0,0
"18q",0,0,0,0
"19q",0,0,99.97,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,7.15
