"","GAIN","AMPLI","LOSS","LOH"
"1p",9.16,0,0,22.43
"2p",0,0,0,0
"3p",0,0,0,0
"4p",0,0,74.53,0
"5p",0,0,20.58,0
"6p",26.23,0,0,0
"7p",46.4,0,0,0
"8p",32.27,0,0,0
"9p",45.91,0,0,0
"10p",36.6,0,0,0
"11p",0,0,0,6.99
"12p",96.4,0,0,0
"16p",0,0,32.56,9.47
"17p",0,0,0,93.44
"18p",22.1,0,0,36.65
"19p",0,0,0,19.8
"20p",0,0,74.66,0
"21p",0,0,0,0
"Yp",0,0,99.93,0
"Xp",0,0,0,0
"1q",12.74,0,6.7,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,96.01,0
"5q",0,0,45.09,0
"6q",52.47,0,0,0
"7q",31.81,0,0,0
"8q",69.95,0,0,0
"9q",81.23,0,0,0
"10q",5.69,0,25.92,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0,0,0,0
"14q",33.12,0,31.31,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,91.69,0
"19q",0,0,0,89.72
"20q",22.49,0,0,0
"21q",0,0,84.57,10.65
"22q",0,0,0,75.45
"Yq",0,0,100,0
"Xq",0,0,0,0
