"","GAIN","AMPLI","LOSS","LOH"
"1p",0.86,0,0,14.62
"2p",0,0,0,0
"3p",0,0,0.44,35.56
"4p",0,0,99.39,0
"5p",0,0,0.21,12.67
"6p",0,0,100,0
"7p",98.39,0,0,0
"8p",0,0,99.66,0
"9p",63.56,0,0,69.62
"10p",0,0,0,14.74
"11p",0,0,0,25.51
"12p",0,0,0,0
"16p",0,0,70.48,18.22
"17p",0,0,14.05,68
"18p",7.29,0,0,0
"19p",0,0,95.91,0
"20p",89.18,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",95.43,0,0,0
"1q",0,0,1.13,22.62
"2q",0,0,0.19,0
"3q",23.76,0,0,22.35
"4q",0,0,99.92,0
"5q",0.65,0,1.28,13.23
"6q",0,0,100,0
"7q",97.26,0,0,0
"8q",98.12,0,0.22,3.15
"9q",91.08,0,0,0
"10q",0.99,0,0,26.6
"11q",1.91,0,0,21.47
"12q",0,0,0.71,10.71
"13q",97.8,0,0,0
"14q",0.52,0,3.22,20.36
"15q",0,0,99.79,0
"16q",3.72,0,0.9,20.6
"17q",6.96,0,0,0
"18q",0,0,0,17.85
"19q",99.47,0,0.26,94.83
"20q",30.52,0,0,0
"21q",0,0,93.86,0
"22q",91.93,0,0,0
"Yq",0,0,0,0
"Xq",82.42,0,0,18
