"","GAIN","AMPLI","LOSS","LOH"
"1p",24.63,0,0,2.54
"2p",42.18,0,0,0
"3p",30.95,0,0,0
"4p",0,0,0,0
"5p",40.43,0,15.6,0
"6p",45.49,0,0,0
"7p",36.8,0,0,0
"8p",25.78,0,18.08,10.44
"9p",0,0,0,0
"10p",0,0,20.22,0
"11p",0,0,0,6.78
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,13.02
"20p",52.5,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",0,0,0,0
"1q",0,0,6.3,0
"2q",28.85,0,14.28,0
"3q",50.43,0,0,9.01
"4q",68.73,0,0,0
"5q",7.66,0,23.35,0
"6q",15.26,0,43.29,0
"7q",58.55,0,0,0
"8q",33.91,0,0,0
"9q",18.48,0,0,0
"10q",0,0,49.19,0
"11q",0,0,0,0
"12q",22.65,0,0,0
"13q",19.54,0,70.27,0
"14q",19.7,0,0,0
"15q",0,0,9.17,0
"16q",0,0,54.96,0
"17q",20.65,0,0,0
"18q",0,0,0,5.06
"19q",20.5,0,0,0
"20q",69.99,0,0,0
"21q",0,0,0,0
"22q",0,0,0,0
"Yq",100,0,0,0
"Xq",0,0,0,0
