"","GAIN","AMPLI","LOSS","LOH"
"1p",99.87,0,0,51.99
"2p",99.56,0,0,0
"3p",92.48,0,0.3,0
"4p",0.57,0,0,0
"5p",0.93,0,0,0
"6p",53.09,0,0,0
"7p",21.99,0,0.57,75.54
"8p",99.56,0,0,0
"9p",94.62,0,0.42,52.66
"10p",95.06,0,0,0
"11p",99.87,0,0.1,0
"12p",97.68,0,0,0
"16p",93.21,0,0,9.59
"17p",98.14,0,0,0
"18p",98.9,0,0,0
"19p",99.7,0,0,0
"20p",97.42,0,0,0
"21p",85.12,0,0,0
"Yp",99.57,0,0,0
"Xp",95.17,0,0,0
"1q",99.57,0,0,0
"2q",99.89,0,0.08,0
"3q",100,0,0,0
"4q",0,0,0,0
"5q",35.32,0,0,0
"6q",49.38,0,0,6.32
"7q",95.86,0,0.31,0
"8q",99.12,0,0.01,0
"9q",99.34,0,0,41.39
"10q",97.26,0,0.3,0
"11q",99.58,0,0,0
"12q",97.76,0,0.25,0
"13q",99.45,0,0,0
"14q",97.76,0,0,0
"15q",99.26,0,0,0
"16q",99.59,0,0,0
"17q",30.15,0,1.19,4.61
"18q",95.98,0,0.11,0
"19q",98.48,0,0,0
"20q",93.02,0,1.15,0
"21q",99.91,0,0,0
"22q",99.49,0,0,0
"Yq",100,0,0,0
"Xq",98.23,0,0,0
