"","GAIN","AMPLI","LOSS","LOH"
"1p",7.15,0,7.54,55.02
"2p",33.81,0,0,0
"3p",2.04,0,29.26,0
"4p",100,0,0,0
"5p",11.8,0,25.54,40.69
"6p",14.19,0,0,72.76
"7p",10.41,0,4.52,7.83
"8p",0,0,92.8,0
"9p",6.17,0,0,42.9
"10p",0,0,39.24,41.19
"11p",86.15,0,0,0
"12p",99.7,0,0,0
"16p",2.05,0,0,84.78
"17p",0,0,0,99.89
"18p",100,0,0,0
"19p",32.61,0,28.74,0
"20p",100,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",79.58,0,0,0
"1q",27.93,0,0,34.73
"2q",62.97,0,11.66,0
"3q",100,0,0,22.73
"4q",68.46,0,5.6,4.86
"5q",2.93,0,0,66.6
"6q",9.84,0,60.5,9.76
"7q",100,0,0,0
"8q",0.44,0,3.42,29.07
"9q",1.31,0,0,96.12
"10q",0,0,58.46,0
"11q",9.36,0,52.55,12.61
"12q",61.63,0,0.27,7.64
"13q",0,0,46.25,41.27
"14q",7.32,0,40.02,23.36
"15q",0.56,0,46.92,37.54
"16q",23.96,0,2.2,17.52
"17q",13.56,0,0,100
"18q",53.5,0,0,0
"19q",5.86,0,81.5,0
"20q",100,0,0,0
"21q",100,0,0,0
"22q",3.52,0,80.85,0
"Yq",0,0,0,0
"Xq",12.01,0,0,21.69
