"","GAIN","AMPLI","LOSS","LOH"
"1p",0.08,0,0,2.14
"2p",2.17,0,0,2.83
"3p",18.16,0,0,2.88
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0.54,5.33
"7p",26.31,0,0,0
"8p",16.7,0,1.79,76.32
"9p",0,0,56.72,17.77
"10p",0,0,0.13,0
"11p",36.78,0,0.18,7.55
"12p",0,0,0,0
"16p",66.02,0,0,15.8
"17p",0,0,0,97.08
"18p",0,0,0,0
"19p",23.18,0,6.11,46.43
"20p",81.9,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,4.52
"1q",36.12,0,0,0
"2q",0,0,0.33,0
"3q",0,0,0,0
"4q",0.52,0,0,0
"5q",15.08,0,0,0
"6q",17.39,0,49.15,0
"7q",11.98,0,0,0
"8q",98.43,0,0,0
"9q",0,0,0,0
"10q",4.58,0,80.79,0
"11q",22.07,0,15.07,26.12
"12q",0,0,0.18,0
"13q",0.73,0,0,0
"14q",21.1,0,0.75,73.1
"15q",0,0,0,0
"16q",46.71,0,0,0
"17q",38.59,0,0.24,44.69
"18q",0,0,0.54,0
"19q",55.22,0,0,0
"20q",98.37,0,0,0
"21q",84.89,0,0,0
"22q",53.79,0,0.12,0
"Yq",0,0,0,0
"Xq",25.73,0,0,8.29
