"","GAIN","AMPLI","LOSS","LOH"
"1p",33.75,0,1.91,43.48
"2p",99.56,0,0,39.92
"3p",24.35,0,9.9,77.87
"4p",0,0,0,100
"5p",88.37,0,7.33,42.12
"6p",100,0,0,100
"7p",94.23,0,0,5.23
"8p",99.66,0,0,60.02
"9p",11.79,0,0,82.95
"10p",99.14,0,0,0
"11p",16.96,0,0,8.31
"12p",22.96,0,0,0
"16p",13.07,0,21.64,100
"17p",0,0,35.97,99.89
"18p",99.7,0,0,0
"19p",0,0,0,100
"20p",99.96,0,0,56.25
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,99.91,0
"1q",19.34,0,1.02,94.42
"2q",0,0,0,100
"3q",67.72,0,0,17.74
"4q",6.7,0,1.17,99.92
"5q",3.56,0,35.98,64.3
"6q",89.73,0,3.28,62.05
"7q",20.95,0,15.85,0
"8q",100,0,0,4.06
"9q",0,0,0,96.12
"10q",1.95,0,8.78,99.99
"11q",4.29,0,0,0
"12q",7.59,0,10.78,0
"13q",46.29,0,5.42,100
"14q",0,0,12.39,98.92
"15q",3.47,0,29.14,43.31
"16q",0,0,0,67.6
"17q",59.78,0,0,100
"18q",0,0,0,0
"19q",20.84,0,0,52.52
"20q",99.81,0,0,12.46
"21q",26.35,0,0,0
"22q",0,0,0.12,100
"Yq",0,0,0,0
"Xq",5.81,0,40.86,0
