"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,26.95,3.58
"2p",0.71,0,1.47,7.11
"3p",8.63,0,1.26,3.74
"4p",8.14,0,0,0
"5p",0.7,0,1.9,0
"6p",0,0,5.67,9.17
"7p",0.6,0,1.85,6.33
"8p",46.95,0,3.36,0
"9p",3.15,0,25.08,0
"10p",50.79,0,4.45,0
"11p",0.27,0,0.89,7.17
"12p",1.61,0,17.32,7.41
"16p",78.41,0,16.65,0
"17p",0,0,25.93,0
"18p",0,0,22.29,0
"19p",4.75,0,29.04,0
"20p",0,0,5.37,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.24,0,12.26,4.54
"2q",0,0,2.37,3.99
"3q",1.03,0,2.21,2.69
"4q",0,0,4.2,2.83
"5q",0.64,0,4.02,3.03
"6q",0.93,0,9.94,4.2
"7q",6.89,0,5.5,6.42
"8q",7.87,0,0.24,4.03
"9q",3.21,0,3.23,7.81
"10q",6.81,0,8.83,0
"11q",0,0,1.75,3.27
"12q",7.22,0,4.02,0
"13q",0.68,0,10.47,3.99
"14q",3.89,0,0.73,4.8
"15q",3.84,0,6.19,7.85
"16q",43.17,0,6.82,0
"17q",2.4,0,11.63,0
"18q",2.71,0,4.61,5.25
"19q",0,0,28.82,0
"20q",1.11,0,13.66,0
"21q",17.22,0,6.47,0
"22q",0,0,10.99,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
