"","GAIN","AMPLI","LOSS","LOH"
"1p",0.13,0,0.61,2.25
"2p",0,0,0,0
"3p",0,0,100,0
"4p",0,0,100,0
"5p",2.6,0,0.73,0
"6p",0.39,0,0,4.72
"7p",0,0,0,0
"8p",17.5,0,82.12,0
"9p",0,0,100,0
"10p",44.06,0,0,0
"11p",99.27,0,0,6.99
"12p",99.7,0,0,93.78
"16p",34.24,0,1.17,0
"17p",0,0,0,99.89
"18p",100,0,0,0
"19p",24.71,0,72.79,0
"20p",21.98,0,77.92,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",10.21,0,0,0
"1q",100,0,0,0
"2q",0,0,0,0
"3q",100,0,0,0
"4q",0,0,99.92,0
"5q",1.75,0,0.29,0
"6q",3.48,0,0,3.28
"7q",0,0,0,6.4
"8q",99.51,0,0,0
"9q",0,0,99.98,0
"10q",33.12,0,0.14,0
"11q",100,0,0,0
"12q",100,0,0,99.97
"13q",0,0,0.32,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",21.51,0,0,0
"17q",0,0,1.48,100
"18q",4.29,0,95.68,0
"19q",19.56,0,3.81,68.74
"20q",100,0,0,0
"21q",0,0,87.49,0
"22q",0,0,87.34,0
"Yq",0,0,0,0
"Xq",6.07,0,0,0
