"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,28.87,0
"2p",0,0,7.19,0
"3p",0,0,40.25,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",3.97,0,0,4.78
"7p",0,0,0,0
"8p",11.53,0,76.76,0
"9p",0,0,100,0
"10p",0,0,0,0
"11p",0,0,4.03,0
"12p",0,0,0,0
"16p",0,0,0.3,10.48
"17p",0,0,99.89,0
"18p",0,0,100,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,6.36
"1q",99.17,0,0,0
"2q",0,0,6.43,0
"3q",0,0,0.25,0
"4q",0,0,0.19,0
"5q",0,0,0,0
"6q",0,0,100,0
"7q",0,0,1.04,0
"8q",0.19,0,1.11,0
"9q",0,0,99.98,0
"10q",2.05,0,0,3.14
"11q",1.37,0,69.47,0
"12q",0,0,50.63,0
"13q",0.1,0,0,0
"14q",0,0,0,0
"15q",0.73,0,0.4,4.99
"16q",0,0,74.47,0
"17q",67.14,0,0,81.06
"18q",0,0,99.99,0
"19q",0,0,0,0
"20q",6.94,0,0,0
"21q",0,0,0,0
"22q",1.61,0,0.13,0
"Yq",0,0,0,0
"Xq",0.21,0,0,3.56
