"","GAIN","AMPLI","LOSS","LOH"
"1p",99.71,0,0,0
"2p",0,0,0,97.8
"3p",0,0,57.65,0
"4p",0,0,0,100
"5p",99.83,0,0,0
"6p",54.13,0,0,90.11
"7p",99.96,0,0,0
"8p",99.01,0,0.56,97.08
"9p",0.09,0,0,0
"10p",0,0,0,100
"11p",99.94,0,0,7.58
"12p",3.49,0,0,0
"16p",92.34,0,7.59,100
"17p",99.93,0,0,0
"18p",99.81,0,0,0
"19p",99.9,0,0,100
"20p",99.85,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",99.27,0,0,0
"1q",100,0,0,0
"2q",0,0,0,97.58
"3q",99.97,0,0,0
"4q",0,0,0,99.92
"5q",99.77,0,0,0
"6q",0,0,0,100
"7q",99.97,0,0,0
"8q",99.79,0,0,96.59
"9q",4.26,0,0,0
"10q",0.07,0,0,99.99
"11q",99.07,0,0,0
"12q",0,0,0,0
"13q",94.21,0,0,3.1
"14q",98.8,0,0,0
"15q",0,0,0,96.65
"16q",99.96,0,0,100
"17q",98.76,0,0,0
"18q",99.99,0,0,0
"19q",99.67,0,0,99.97
"20q",99.81,0,0,0
"21q",81.94,0,17.89,100
"22q",0,0,0.12,100
"Yq",0,0,0,0
"Xq",99.64,0,0,12.16
