"","GAIN","AMPLI","LOSS","LOH"
"1p",2.03,0,0.33,0
"2p",0,0,0,97.8
"3p",0,0,100,0
"4p",0,0,2.3,0
"5p",63.75,0,0,0
"6p",6.34,0,0.28,38.05
"7p",38.6,0,0.32,53.59
"8p",0,0,72.47,0
"9p",39.23,0,0.2,82.95
"10p",0,0,89.28,0
"11p",96.11,0,3.86,0
"12p",0.72,0,0,0
"16p",3.26,0,8.13,0
"17p",0,0,0.41,35.64
"18p",7.53,0,2.02,0
"19p",0.4,0,27.75,11.44
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.31,0,0.67,0
"2q",1.18,0,35.46,61.07
"3q",100,0,0,0
"4q",0,0,0.2,0
"5q",59.33,0,0.26,0
"6q",0.13,0,0.26,0
"7q",62.39,0,0,37.66
"8q",3.57,0,0,4.06
"9q",80.01,0,0,58.1
"10q",0.41,0,0,53.6
"11q",17.28,0,20.3,58.88
"12q",0,0,0,0
"13q",50.65,0,0,0
"14q",0.4,0,0,0
"15q",21.79,0,11.29,0
"16q",100,0,0,0
"17q",0.08,0,4.55,0
"18q",0.45,0,0,0
"19q",0.16,0,1.08,0
"20q",100,0,0,0
"21q",2.98,0,92.78,0
"22q",0,0,51.18,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
