"","GAIN","AMPLI","LOSS","LOH"
"1p",0.31,0,0,0
"2p",0,0,0,0
"3p",5.17,0,0,5.17
"4p",0,0,0,0
"5p",99.94,0,0,0
"6p",98.7,0,0.81,0
"7p",3.42,0,0,0
"8p",5.46,0,92.19,0
"9p",0,0,0,0
"10p",0,0,0,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,9.49
"17p",99.79,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.59,0,44.84,7.79
"1q",99.17,0,0,0
"2q",0,0,0,0
"3q",0,0,0.24,0
"4q",0.24,0,0,0
"5q",100,0,0,0
"6q",1.1,0,92.45,0
"7q",0.49,0,0,0
"8q",3.45,0,0,0
"9q",0.22,0,0,0
"10q",4.52,0,0,0
"11q",0,0,0,0
"12q",0,0,0,0
"13q",0.12,0,0,0
"14q",2.24,0,1.44,0
"15q",50.21,0,0,3.95
"16q",0,0,0,0
"17q",99.97,0,0,0
"18q",0,0,5.49,0
"19q",0,0,0,0
"20q",0,0,0,0
"21q",0,0,0.88,0
"22q",0,0,0.12,0
"Yq",0,0,0,0
"Xq",0,0,29.67,20.11
