"","GAIN","AMPLI","LOSS","LOH"
"1p",5.53,0,5.56,2.17
"2p",0,0,13.51,0
"3p",0,0,68.39,0
"4p",0,0,100,0
"5p",0,0,19.25,14.49
"6p",45.22,0,0,34.66
"7p",0,0,93.65,0
"8p",0,0,8.42,0
"9p",40.86,0,0,0
"10p",30.32,0,0,0
"11p",0,0,0,0
"12p",99.63,0,0,0
"16p",7.84,0,0,0
"17p",0,0,100,0
"18p",84.89,0,0,0
"19p",13.11,0,0,0
"20p",1.15,0,3.17,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0.53,9.16
"1q",52.66,0,0.77,0
"2q",0,0,93.61,0
"3q",40.04,0,0.26,0
"4q",0,0,93.68,0
"5q",0,0,96.36,14.77
"6q",56.72,0,0,62.9
"7q",0,0,0.19,5.54
"8q",51.67,0,0,0
"9q",0,0,66.36,0
"10q",10.12,0,49.33,0
"11q",0,0,5.17,0
"12q",0,0,100,0
"13q",30.99,0,0,69.14
"14q",0,0,98.92,0
"15q",0,0,41.73,0
"16q",16.24,0,0,0
"17q",0,0,100,0
"18q",99.99,0,0,15.6
"19q",17.98,0,59.4,0
"20q",8.12,0,0,0
"21q",0,0,64.9,0
"22q",6.47,0,38.94,0
"Yq",0,0,0,0
"Xq",59.3,0,0,5.58
