"","GAIN","AMPLI","LOSS","LOH"
"1p",0.35,0,0.44,0
"2p",100,0,0,97.8
"3p",0.41,0,0,0
"4p",0,0,0,0
"5p",0,0,53.78,0
"6p",0.37,0,0.37,0
"7p",0.07,0,0,0
"8p",0.31,0,0.27,0
"9p",14.58,0,9.33,15.52
"10p",0,0,50.09,0
"11p",0,0,93.55,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,64.68,0
"18p",0,0,0,0
"19p",0,0,1.11,0
"20p",0.18,0,1.27,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",48.99,0,0,0
"2q",100,0,0,100
"3q",0,0,0,0
"4q",0.29,0,0.24,2.18
"5q",0.63,0,13,0
"6q",0.5,0,0,0
"7q",23.72,0,0,0
"8q",0.5,0,0.55,0
"9q",0.62,0,7.69,0
"10q",0,0,100,0
"11q",0,0,0.6,0
"12q",0.77,0,0,0
"13q",1.43,0,58.18,0
"14q",0,0,61.68,0
"15q",0,0,0.19,5.11
"16q",0,0,0,0
"17q",37.9,0,0,5.61
"18q",0,0,0,0
"19q",0,0,0,0
"20q",0.89,0,0,0
"21q",0.85,0,0.58,0
"22q",1.08,0,0.12,0
"Yq",0,0,0,0
"Xq",2.03,0,0,0
