"","GAIN","AMPLI","LOSS","LOH"
"1p",0.52,0,0,2.33
"2p",27.55,0,0,3.36
"3p",0.48,0,56.01,0
"4p",0,0,0,0
"5p",0.59,0,0.62,8.29
"6p",0,0,27.23,0
"7p",0,0,0,5.06
"8p",0.07,0,0,6.73
"9p",0,0,0.05,6.85
"10p",0,0,1.21,25.86
"11p",2.47,0,32.47,7.7
"12p",0.61,0,0,0
"16p",1.27,0,0.35,15.27
"17p",0.21,0,0,12.99
"18p",17.05,0,0,0
"19p",0,0,21.14,0
"20p",40.44,0,0.33,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",53.95,0,0,9.3
"1q",44.94,0,0,3.6
"2q",0.05,0,5.27,2.91
"3q",64.35,0,0,0
"4q",0.36,0,0,0
"5q",0.34,0,0.32,3.17
"6q",0,0,0,5.5
"7q",0,0,0,4.12
"8q",17.12,0,0,4.22
"9q",2.67,0,0,3.58
"10q",0.13,0,1.35,5.2
"11q",0,0,0,4.27
"12q",1.73,0,1.68,4.04
"13q",19.31,0,39.51,0
"14q",25.95,0,0,0
"15q",0.56,0,0,8.97
"16q",49.01,0,0,0
"17q",71.36,0,2.4,6.8
"18q",7.79,0,0.92,0
"19q",0,0,0,27
"20q",80.16,0,0,0
"21q",38.57,0,0,0
"22q",5.62,0,0,7.81
"Yq",0,0,0,0
"Xq",2.78,0,0,4.94
