"","GAIN","AMPLI","LOSS","LOH"
"1p",0.23,0,0,0
"2p",0,0,0,0
"3p",0.95,0,0,8.15
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0.31,0,2.1,0
"7p",98.85,0,0,0
"8p",0,0,0.3,0
"9p",0,0,48.22,0
"10p",0,0,100,0
"11p",0,0,0,10.24
"12p",0,0,0,0
"16p",0,0,50.45,10.69
"17p",0,0,0,0
"18p",0,0,0,0
"19p",92.38,0,0,0
"20p",100,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",4.3,0,0,0
"1q",0.83,0,0,0
"2q",1.23,0,0.35,1.83
"3q",0,0,0.64,2.71
"4q",0.02,0,0,3.5
"5q",0,0,0.2,0
"6q",0,0,80.29,0
"7q",96.92,0,0,0
"8q",39.07,0,0,2.73
"9q",0,0,4.43,0
"10q",0,0,100,0
"11q",0.45,0,0.64,0
"12q",0,0,0.46,0
"13q",0.04,0,0,0
"14q",0.83,0,0.11,0
"15q",0.63,0,0.74,0
"16q",0,0,0,0
"17q",0,0,0.39,0
"18q",0,0,0.58,5.87
"19q",99.98,0,0,0
"20q",95.96,0,0,0
"21q",1.42,0,0.66,0
"22q",1.44,0,0.12,0
"Yq",100,0,0,0
"Xq",0.26,0,0,0
