"","GAIN","AMPLI","LOSS","LOH"
"1p",0.22,0,0.04,99.93
"2p",52.79,0,0,6.58
"3p",1.49,0,0.88,57.43
"4p",65.85,0,0,0
"5p",61.92,0,0,0
"6p",45.36,0,0,0
"7p",72.83,0,0,39.99
"8p",9.6,0,33.49,34.9
"9p",72.31,0,0,19.23
"10p",0,0,58.53,0
"11p",46.31,0,0,20.95
"12p",63.12,0,0,0
"16p",100,0,0,0
"17p",0,0,55.22,0
"18p",10.76,0,1.76,0
"19p",56.37,0,0,0
"20p",1.48,0,2.69,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",53.95,0,0,0
"1q",1.73,0,0,0
"2q",27.89,0,0,1.7
"3q",0,0,0,0
"4q",35.99,0,0,28.3
"5q",61.86,0,0,0
"6q",49.63,0,0,3.1
"7q",27.13,0,0,2.65
"8q",61.77,0,0.02,0
"9q",86.95,0,0,23.54
"10q",0,0,0.38,0
"11q",10.98,0,0,55.01
"12q",25.07,0,0,0
"13q",39.93,0,13.26,46.91
"14q",4.52,0,1.14,84.99
"15q",49.34,0,0,0
"16q",94.77,0,0,0
"17q",0.09,0,0,0
"18q",0,0,0.51,0
"19q",0,0,0.28,99.97
"20q",22.43,0,0,0
"21q",0,0,0,100
"22q",69.65,0,0,0
"Yq",0,0,0,0
"Xq",99.69,0,0,0
