"","GAIN","AMPLI","LOSS","LOH"
"1p",0.31,0,0.25,0
"2p",0.29,0,0,0
"3p",1.97,0,0.03,3.67
"4p",0,0,0,5.21
"5p",0,0,0,0
"6p",0.46,0,0.2,0
"7p",53.45,0,0,0
"8p",74.81,0,0,0
"9p",100,0,0,0
"10p",0,0,0.59,0
"11p",0,0,4.67,100
"12p",61.12,0,0,0
"16p",43.13,0,0,0
"17p",66.96,0,0,0
"18p",58.28,0,0,0
"19p",46.36,0,0,0
"20p",59.74,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,4.3,0
"1q",0.17,0,0,0
"2q",0.17,0,0,0
"3q",0.26,0,0.25,0
"4q",0,0,0.25,0
"5q",0.21,0,6.27,0
"6q",0,0,0,0
"7q",92.61,0,0,2.76
"8q",23.6,0,0,0
"9q",99.98,0,0,0
"10q",0,0,0.26,0
"11q",0,0,1.11,100
"12q",63.89,0,0,0
"13q",37.27,0,0,0
"14q",0,0,0,0
"15q",0.33,0,0.34,0
"16q",71.66,0,0,0
"17q",76.58,0,0,0
"18q",50.1,0,0,0
"19q",29.88,0,0,0
"20q",100,0,0,0
"21q",1.04,0,0,0
"22q",0.73,0,0.6,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
