"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,2.63
"2p",0,0,6.29,3.21
"3p",0.38,0,1.7,5.41
"4p",0.1,0,0,0
"5p",99.94,0,0,0
"6p",7.67,0,9.74,0
"7p",0.07,0,0,0
"8p",99.66,0,0,0
"9p",28.92,0,0,0
"10p",0,0,0.88,0
"11p",0.13,0,0.59,5.16
"12p",0,0,0,0
"16p",4.08,0,4.75,4.08
"17p",0,0,76.82,0
"18p",1.87,0,0,0
"19p",0.19,0,0.09,0
"20p",2.41,0,1.06,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,4.69
"1q",0,0,0,0
"2q",0.14,0,2.41,0
"3q",0,0,0,0
"4q",0.28,0,0,0
"5q",100,0,0,0
"6q",0.55,0,12.64,0
"7q",0,0,0,0
"8q",67.05,0,0,0
"9q",97.7,0,0,0
"10q",0,0,0.32,0
"11q",0.83,0,66.58,0
"12q",0,0,0.3,0
"13q",0,0,0.62,0
"14q",0,0,6.67,0
"15q",12.03,0,1.45,0
"16q",1.65,0,0.76,0
"17q",0,0,5.93,0
"18q",0.54,0,0.45,0
"19q",8.86,0,0,0
"20q",0,0,0,0
"21q",0.87,0,1.2,0
"22q",72.51,0,0.12,82.36
"Yq",0,0,0,0
"Xq",0.3,0,0,5.82
