"","GAIN","AMPLI","LOSS","LOH"
"1p",43.79,0,2.84,2.79
"2p",59.09,0,0,0
"3p",30.12,0,1.65,100
"4p",75.98,0,0,0
"5p",99.94,0,0,10.35
"6p",0,0,51.51,0
"7p",95.05,0,0,0
"8p",0,0,71.83,0
"9p",100,0,0,5.71
"10p",100,0,0,0
"11p",19.86,0,74.45,0
"12p",97.67,0,0,0
"16p",23.23,0,7.57,11.71
"17p",42.88,0,0,15.15
"18p",0,0,100,0
"19p",98.17,0,0,11.77
"20p",41.02,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",45.33,0,0,4.86
"1q",100,0,0,5.28
"2q",65.98,0,0,2.88
"3q",12.7,0,8.8,100
"4q",28.22,0,0,0
"5q",47.64,0,0,0
"6q",0,0,99.23,0
"7q",41.08,0,0,4.48
"8q",38.95,0,0,0
"9q",98.72,0,0,0
"10q",12.4,0,0,0
"11q",4.01,0,76.03,0
"12q",80,0,0,4.97
"13q",19.1,0,0,0
"14q",0.87,0,50.39,0
"15q",8.85,0,41.47,0
"16q",5.86,0,29.71,0
"17q",19.38,0,0,0
"18q",0,0,99.99,0
"19q",72.14,0,0,0
"20q",43.57,0,0,0
"21q",0,0,100,0
"22q",0,0,14.4,7.39
"Yq",0,0,0,0
"Xq",51.49,0,0,6.49
