"","GAIN","AMPLI","LOSS","LOH"
"1p",0.07,0,0.73,0
"2p",34.82,0,0,0
"3p",0,0,0,100
"4p",5.1,0,0.52,0
"5p",49.17,0,0,0
"6p",29.97,0,16.46,16.9
"7p",3.33,0,0,0
"8p",56.43,0,0,81.47
"9p",29.19,0,23.14,61.95
"10p",0,0,0,0
"11p",7.17,0,0.82,0
"12p",0.77,0,0,0
"16p",1.01,0,17.8,0
"17p",47.51,0,0,47.23
"18p",100,0,0,0
"19p",46.71,0,16.59,0
"20p",77.27,0,0,0
"21p",0,0,0,0
"Yp",99.57,0,0,0
"Xp",4.3,0,0,0
"1q",51.74,0,0,0
"2q",56.86,0,1.52,32.52
"3q",24.31,0,0,0
"4q",1.78,0,0.19,0
"5q",45.05,0,0.44,33.12
"6q",25.42,0,0,78.76
"7q",14.68,0,0,22.91
"8q",43.5,0,0,100
"9q",99.98,0,0,96.12
"10q",4.82,0,1.75,0
"11q",85.9,0,0,0
"12q",8.44,0,1.75,0
"13q",6.46,0,0,0
"14q",17.73,0,9.17,0
"15q",18.77,0,0,23.17
"16q",47.65,0,0,6.08
"17q",28.55,0,0,7.64
"18q",20.31,0,0,0
"19q",48.02,0,0,0
"20q",95.89,0,0,0
"21q",45.44,0,0,0
"22q",31.07,0,0,0
"Yq",0,0,100,0
"Xq",8.12,0,0.3,0
