"","GAIN","AMPLI","LOSS","LOH"
"1p",35.26,0,0,0
"2p",25.24,0,0,0
"3p",9.62,0,4.5,54.77
"4p",29.18,0,0,0
"5p",56.61,0,0.76,0
"6p",54.08,0,0,4.9
"7p",24.45,0,7.45,37.96
"8p",2.47,0,10,10.6
"9p",0,0,0.54,82.95
"10p",53.51,0,0,0
"11p",51.95,0,0,8.31
"12p",32.6,0,0,0
"16p",40.73,0,1.12,13.77
"17p",0,0,0,99.89
"18p",46.43,0,0,99.9
"19p",11.98,0,19.64,0
"20p",13.83,0,0,60.87
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",4.37,0,0,0
"1q",15.55,0,8.72,0
"2q",36.21,0,0.13,0
"3q",40.16,0,0,0
"4q",30.15,0,0.24,0
"5q",2.98,0,0.22,2.39
"6q",28.16,0,19.55,9.91
"7q",24.06,0,0.3,3.02
"8q",8.26,0,0,4.3
"9q",0,0,0,96.12
"10q",0.71,0,0,75.37
"11q",16.68,0,0,0
"12q",23.57,0,0,0
"13q",17.5,0,0.19,0
"14q",2.68,0,0.34,0
"15q",0,0,0,96.65
"16q",43.96,0,0,6.01
"17q",61.52,0,2.85,47.89
"18q",1.18,0,0,99.99
"19q",31.21,0,0,0
"20q",14.56,0,0,0
"21q",29.66,0,36.92,0
"22q",8.58,0,0.81,0
"Yq",0,0,0,0
"Xq",53.34,0,0,0
