"","GAIN","AMPLI","LOSS","LOH"
"1p",55.76,0,0.2,3.95
"2p",51.3,0,1.03,0
"3p",46.2,0,6.4,9.28
"4p",100,0,0,0
"5p",71.32,0,0,0
"6p",46.28,0,35.94,0
"7p",61.62,0,0,0
"8p",86.9,0,0,0
"9p",20,0,0,78.02
"10p",96.08,0,0,0
"11p",3.43,0,22.1,28.95
"12p",63.23,0,0,0
"16p",49.2,0,0,9.66
"17p",6.56,0,43.47,43.06
"18p",42.71,0,5.07,0
"19p",26.56,0,0,0
"20p",68.65,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",83.93,0,0,9.25
"1q",38.39,0,0,0
"2q",100,0,0,2.59
"3q",0,0,0,0
"4q",15.16,0,0,0
"5q",31.51,0,0,0
"6q",70.11,0,0,0
"7q",82.64,0,0,0
"8q",98.66,0,0,0
"9q",58.95,0,0,0
"10q",3.51,0,59.25,21.21
"11q",1.87,0,0,93.19
"12q",9.76,0,7.59,48.33
"13q",1.41,0,0,98.6
"14q",14.5,0,0,0
"15q",85.41,0,0,0
"16q",0,0,31.42,100
"17q",24.31,0,0,11.61
"18q",14.55,0,0,7.44
"19q",25.08,0,36.47,73.42
"20q",94.46,0,0,0
"21q",98.27,0,0,0
"22q",21.68,0,0.12,0
"Yq",0,0,0,0
"Xq",67.63,0,0.63,6.07
