"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,12.26,0
"2p",0,0,0.93,0
"3p",2.59,0,54.92,0
"4p",0,0,47.61,0
"5p",1.65,0,0,0
"6p",0,0,36.02,29.34
"7p",0,0,0,0
"8p",0,0,99.48,0
"9p",46.09,0,20.93,0
"10p",1.99,0,61.41,0
"11p",0,0,86.04,0
"12p",10.27,0,30.17,0
"16p",4.76,0,0,0
"17p",2.86,0,37.63,0
"18p",0,0,11.95,60.1
"19p",7.5,0,19.48,0
"20p",0.77,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",45.03,0,0,0
"1q",37.88,0,0,0
"2q",0.4,0,26.61,40.87
"3q",6.47,0,0.79,0
"4q",12.1,0,11.75,0
"5q",11.32,0,0.24,0
"6q",0,0,86.61,0
"7q",0.58,0,0,0
"8q",1.28,0,9.77,0
"9q",0,0,37.61,0
"10q",60.77,0,12.11,17.07
"11q",8.13,0,48.77,0
"12q",2.26,0,17.57,0
"13q",1.73,0,25.68,0
"14q",0.55,0,0.76,0
"15q",1.37,0,43.36,0
"16q",2.7,0,89.36,0
"17q",2.22,0,56.76,0
"18q",0,0,53.06,39.93
"19q",8.65,0,43.3,0
"20q",6.22,0,0,0
"21q",2.62,0,4.28,0
"22q",4.89,0,38.25,20.29
"Yq",0,0,0,0
"Xq",38.46,0,0,0
