"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,90.71,0
"2p",0,0,0,0
"3p",0,0,0.19,0
"4p",0,0,0,0
"5p",0,0,0,5.96
"6p",42.47,0,0,0
"7p",0,0,0,0
"8p",51.07,0,0,0
"9p",1.83,0,0,0
"10p",0,0,0,0
"11p",0,0,0.95,0
"12p",64.58,0,0,0
"16p",0,0,0.79,9.45
"17p",40.19,0,0,0
"18p",0,0,39.79,0
"19p",18.59,0,0,0
"20p",54.65,0,0.51,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,97.45
"1q",20.88,0,1.71,0
"2q",0,0,0,2.17
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0,0
"7q",0,0,0,0
"8q",21.41,0,0,0
"9q",9.21,0,0,0
"10q",0,0,0.74,3.32
"11q",0,0,0,0
"12q",41.84,0,0,0
"13q",12.02,0,0,0
"14q",0,0,0,98.92
"15q",0.3,0,0,3.95
"16q",0,0,0,0
"17q",21.95,0,0,5.49
"18q",0,0,23.11,0
"19q",30.32,0,0,0
"20q",62.3,0,0,0
"21q",6.14,0,0,0
"22q",0.14,0,8.56,0
"Yq",0,0,0,0
"Xq",5.7,0,0,100
