"","GAIN","AMPLI","LOSS","LOH"
"1p",76.21,0,23.76,0
"2p",0.32,0,0.42,0
"3p",0.58,0,0.31,0
"4p",1.3,0,9.78,0
"5p",0.99,0,0.63,0
"6p",0.42,0,0.63,0
"7p",0,0,0.82,0
"8p",0.19,0,0,0
"9p",0,0,100,0
"10p",0,0,100,0
"11p",0,0,5.55,0
"12p",0,0,99.58,0
"16p",0,0,0.34,9.66
"17p",0,0,1.62,0
"18p",0,0,0,0
"19p",1.39,0,1.16,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",9.27,0,0,0
"2q",0.36,0,13.37,0
"3q",0,0,0.77,2.75
"4q",0,0,0.61,1.9
"5q",0.09,0,0.84,2.03
"6q",0,0,0.38,0
"7q",0.68,0,0.36,0
"8q",0.59,0,0.21,2.57
"9q",0.11,0,46.08,0
"10q",0,0,100,0
"11q",0.08,0,0.33,0
"12q",0,0,100,0
"13q",0.58,0,0.28,0
"14q",0,0,98.89,0
"15q",0,0,1.06,0
"16q",0,0,1.01,0
"17q",0.61,0,0.04,0
"18q",0.09,0,0,0
"19q",1.64,0,2.66,0
"20q",0,0,2.17,0
"21q",0.81,0,0.53,0
"22q",1.41,0,3.29,0
"Yq",0,0,0,0
"Xq",0.26,0,0,0
