"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,14.08
"2p",0,0,0,0
"3p",2.85,0,10.91,0
"4p",0,0,0,6.32
"5p",0,0,0,0
"6p",0,0,0,10.28
"7p",0,0,0,0
"8p",0,0,0,6.41
"9p",0,0,1.21,0
"10p",0,0,6.38,9.39
"11p",0,0,0,0
"12p",2.03,0,0.99,0
"16p",0,0,4.59,20.74
"17p",0,0,1.45,15.56
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",9.29,0,0,0
"1q",0,0,0,0
"2q",0,0,0,1.87
"3q",0,0,0,3.51
"4q",0,0,0,0
"5q",0,0,0.78,1.94
"6q",0,0,11.65,10.82
"7q",1.03,0,0,3.43
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,2.08,11.13
"11q",0,0,0,0
"12q",0,0,0.88,3.2
"13q",4.39,0,0,3.57
"14q",0,0,0,3.51
"15q",0.93,0,1.85,6.48
"16q",0,0,0,6.22
"17q",0,0,0.54,0
"18q",4.7,0,0.83,0
"19q",26.56,0,0,0
"20q",20.54,0,0,0
"21q",43.17,0,0,0
"22q",71.04,0,0.59,0
"Yq",100,0,0,0
"Xq",5.7,0,0,0
