"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,99.96,0
"2p",0,0,0,0
"3p",0,0,99.38,0
"4p",0,0,100,0
"5p",30.97,0,0,47.35
"6p",0,0,0.16,0
"7p",11.25,0,0.3,0
"8p",0,0,99.66,0
"9p",0,0,0.12,0
"10p",0,0,0,0
"11p",1.69,0,0.11,0
"12p",0,0,0.73,0
"16p",88.64,0,10.12,21.65
"17p",0,0,100,0
"18p",0,0,100,0
"19p",0,0,0.39,0
"20p",98.82,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",100,0,0,0
"1q",0,0,3.3,0
"2q",0,0,0,0
"3q",0,0,100,0
"4q",0,0,99.92,0
"5q",0,0,0,4.82
"6q",2.35,0,0.43,0
"7q",6.81,0,0,0
"8q",99.95,0,0.04,0
"9q",0,0,0,0
"10q",0.47,0,0.26,2.73
"11q",0.31,0,0,0
"12q",0,0,89.5,0
"13q",99.46,0,0,0
"14q",0,0,0.79,8.16
"15q",9.54,0,0,0
"16q",0,0,96.81,0
"17q",63.17,0,27.75,0
"18q",0,0,99.99,0
"19q",0,0,0,0
"20q",100,0,0,0
"21q",99.04,0,0,0
"22q",0,0,99.98,0
"Yq",0,0,0,0
"Xq",99.95,0,0,0
