"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,9.44
"2p",0,0,4.73,22.61
"3p",0,0,0,4.78
"4p",0,0,0,0
"5p",0,0,0,6.76
"6p",0,0,0,14.4
"7p",0,0,0,0
"8p",0,0,0,0
"9p",2.61,0,0,0
"10p",0,0,0,13.76
"11p",0,0,0,19.4
"12p",41.24,0,0,0
"16p",0,0,0,13.51
"17p",0,0,0,12.77
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",99.93,0,0,0
"Xp",13.18,0,0,0
"1q",0,0,0,3.76
"2q",0,0,0,10.75
"3q",0,0,0,2.8
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0.88,12.32
"7q",0,0,0,6.64
"8q",0.12,0,0,0
"9q",0,0,0,0
"10q",0,0,0.15,0
"11q",0.33,0,0.96,7.73
"12q",15.55,0,0,0
"13q",0,0,0,2.99
"14q",0,0,0.64,0
"15q",0,0,0,3.55
"16q",0,0,0,6.38
"17q",0,0,0,22.34
"18q",3.57,0,0,0
"19q",0,0,0,14.72
"20q",0,0,0,0
"21q",1.44,0,1.35,0
"22q",0,0,0.87,8.7
"Yq",100,0,0,0
"Xq",0.78,0,0,0
