"","GAIN","AMPLI","LOSS","LOH"
"1p",81.2,0,1.68,2.37
"2p",57.63,0,0,24.94
"3p",13.74,0,0,96.54
"4p",0,0,0.54,0
"5p",80.13,0,0,0
"6p",22.07,0,0,0
"7p",1.37,0,0,0
"8p",0.73,0,1.49,79.48
"9p",95.1,0,0,0
"10p",100,0,0,100
"11p",13.09,0,0,9.7
"12p",2.73,0,0,73.3
"16p",56.2,0,0,10.98
"17p",38.04,0,36.05,64.77
"18p",26.17,0,0,99.9
"19p",59.79,0,0,100
"20p",73.1,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",52.85,0,0,0
"1q",0.33,0,0,0
"2q",28.36,0,0.63,0
"3q",44.34,0,0.23,47.45
"4q",0,0,0.18,0
"5q",79.73,0,0,0
"6q",100,0,0,0
"7q",0,0,7.37,97.36
"8q",0.81,0,0,0
"9q",22.74,0,0.59,0
"10q",29.8,0,3.83,62.77
"11q",41.95,0,0,0
"12q",6.35,0,1.1,93.45
"13q",36.71,0,0,35.66
"14q",80.77,0,0,0
"15q",10.59,0,0.67,0
"16q",57.77,0,0.82,0
"17q",38.08,0,0,5.24
"18q",0,0,29.28,70.8
"19q",47.87,0,0,52.49
"20q",8.31,0,0,0
"21q",61.29,0,0,0
"22q",39.07,0,0.17,0
"Yq",0,0,0,0
"Xq",8.42,0,10.45,75.3
