"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0,0,0,0
"3p",9,0,0.62,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,44.59,0
"7p",0,0,0,0
"8p",3.89,0,82.31,0
"9p",0.77,0,0.58,0
"10p",0,0,0.65,0
"11p",0,0,0,0
"12p",21.22,0,76.82,0
"16p",13.49,0,39.04,0
"17p",0,0,100,0
"18p",0,0,0,99.9
"19p",5.7,0,0,16.07
"20p",39.61,0,2.89,100
"21p",0,0,0,0
"Yp",0,0,99.93,0
"Xp",99.96,0,0,0
"1q",2.59,0,0.35,0
"2q",0.68,0,1.14,0
"3q",0.04,0,0,0
"4q",1.4,0,0,91.87
"5q",0,0,28.25,0
"6q",0,0,50.88,0
"7q",4.96,0,0,0
"8q",88.33,0,1.75,0
"9q",2.2,0,0,4.64
"10q",0.93,0,1.76,0
"11q",0,0,12.41,13.7
"12q",0.28,0,0,8.61
"13q",0.83,0,0,0
"14q",0,0,78.08,20.92
"15q",65.51,0,0.38,0
"16q",4.03,0,27.69,0
"17q",97.87,0,2,9.41
"18q",0,0,0,99.99
"19q",3.33,0,2.96,0
"20q",14.55,0,0,99.81
"21q",16.06,0,0.85,0
"22q",16.73,0,30.95,30.86
"Yq",0,0,100,0
"Xq",99.8,0,0,0
