"","GAIN","AMPLI","LOSS","LOH"
"1p",2.77,0,47.58,0
"2p",0,0,0,0
"3p",0,0,9.68,0
"4p",0,0,0,0
"5p",0,0,0,0
"6p",0,0,0.1,0
"7p",0,0,0,0
"8p",0.99,0,78.13,0
"9p",0,0,23.35,0
"10p",0,0,0,0
"11p",2.21,0,21.28,0
"12p",0,0,0,0
"16p",0,0,0,12.2
"17p",0,0,94.09,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",3.58,0,72.06,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,0,16.16
"1q",0,0,1.2,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",10.53,0,37.31,0
"7q",0,0,0,0
"8q",0,0,0,0
"9q",0.35,0,0,3.7
"10q",0,0,0.58,0
"11q",9.86,0,75.06,0
"12q",0,0,0,3.01
"13q",0,0,0,0
"14q",0.28,0,0.09,0
"15q",36.19,0,0,0
"16q",0,0,0,0
"17q",28.66,0,23.7,5.85
"18q",0.15,0,0,0
"19q",0,0,0,0
"20q",67.13,0,0,0
"21q",0,0,7.87,28.84
"22q",4.27,0,29.9,68.2
"Yq",0,0,0,0
"Xq",0,0,0,9.85
