"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",0.26,0,0,2.84
"3p",0,0,1.72,2.82
"4p",0,0,0,0
"5p",22.98,0,0,0
"6p",0,0,2.31,35.25
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,48.98,17.3
"10p",0,0,21.5,0
"11p",0,0,0.1,6.6
"12p",10.75,0,67.03,0
"16p",0,0,0,0
"17p",15.75,0,72.82,0
"18p",8.1,0,0,0
"19p",0,0,55.97,0
"20p",1.2,0,0,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",19.18,0,0,0
"1q",0,0,0,0
"2q",0,0,0,0
"3q",0,0,0,0
"4q",0,0,0,0
"5q",0,0,1.12,0
"6q",0,0,96.81,0
"7q",23.49,0,0,0
"8q",0,0,0,0
"9q",0,0,37.24,0
"10q",0,0,66.42,0
"11q",0,0,0,0
"12q",9.78,0,21.28,0
"13q",5.46,0,0,0
"14q",38.48,0,0.09,0
"15q",3.28,0,0,0
"16q",0,0,0,0
"17q",58.16,0,0,0
"18q",10.2,0,0,0
"19q",0,0,0.13,0
"20q",7.85,0,0,0
"21q",1.65,0,0,0
"22q",4.81,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0,0
