"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,0,0
"2p",100,0,0,0
"3p",49.81,0,24.17,25.11
"4p",0,0,0,0
"5p",93.25,0,0,0
"6p",0,0,10.11,0
"7p",96.78,0,0,0
"8p",8.02,0,56.11,43.08
"9p",0,0,0,82.95
"10p",98.74,0,0,0
"11p",75.86,0,4.68,0
"12p",96.65,0,0,0
"16p",0,0,0,100
"17p",0,0,0,99.89
"18p",0,0,39.71,0
"19p",89.97,0,0,0
"20p",0,0,12.52,87.4
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",95.05,0,0.58,99.81
"1q",92.84,0,0.28,0
"2q",42.16,0,14.78,50.7
"3q",4.75,0,0.1,0
"4q",0,0,16.39,0
"5q",33.01,0,66.52,0
"6q",0.46,0,0,0
"7q",31.72,0,7.33,0
"8q",90.4,0,0,2.57
"9q",92.31,0,0,0
"10q",75.24,0,6.32,3.35
"11q",30.3,0,18.04,47.93
"12q",0,0,17.65,99.97
"13q",90.94,0,0,17.93
"14q",0.9,0,0.28,0
"15q",99.53,0,0,0
"16q",68.53,0,28.76,0
"17q",99.85,0,0,13.83
"18q",16.3,0,30.55,0
"19q",99.86,0,0,0
"20q",91.11,0,0,0
"21q",99.66,0,0,0
"22q",54.84,0,0,0
"Yq",0,0,0,0
"Xq",99.98,0,0,100
