"","GAIN","AMPLI","LOSS","LOH"
"1p",14.03,0,0,0
"2p",99.93,0,0,0
"3p",5.82,0,53.17,0
"4p",0,0,0,100
"5p",56.73,0,0,35.12
"6p",77.53,0,19.77,55.09
"7p",33.87,0,0,32.53
"8p",62.54,0,0,18.86
"9p",13.36,0,4.35,76.87
"10p",100,0,0,0
"11p",42.28,0,30.53,0
"12p",99.7,0,0,99.63
"16p",15.55,0,35.67,0
"17p",0,0,99.89,0
"18p",100,0,0,0
"19p",99.35,0,0.48,0
"20p",13.64,0,49.19,28.03
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0.68,0
"1q",90.79,0,6,0
"2q",75.53,0,0,24.65
"3q",28.37,0,5.91,0
"4q",17.63,0,0.81,89.29
"5q",13.01,0,0.25,92.69
"6q",17.62,0,0,81.51
"7q",1.43,0,0,89.6
"8q",98.76,0,0,0
"9q",38.09,0,0,82.31
"10q",3.26,0,45.97,0
"11q",69.02,0,0,70.81
"12q",100,0,0,99.97
"13q",65.19,0,0,96.02
"14q",98.35,0,0,0
"15q",83.92,0,0,77.33
"16q",0.27,0,0,0
"17q",60.31,0,2.74,46.01
"18q",99.66,0,0,0
"19q",100,0,0,0
"20q",56.21,0,0,0
"21q",28.18,0,28.37,30.3
"22q",0.66,0,0.12,0
"Yq",0,0,0,0
"Xq",0,0,0.64,0
