"","GAIN","AMPLI","LOSS","LOH"
"1p",17.35,0,5.92,0
"2p",39.7,0,0,0
"3p",57.48,0,0,3.28
"4p",0,0,100,0
"5p",18.42,0,0,0
"6p",50.16,0,0.08,0
"7p",100,0,0,0
"8p",0,0,64.65,0
"9p",0.62,0,2.06,0
"10p",0,0,0,7.52
"11p",16.05,0,0,6.45
"12p",35.9,0,2.4,0
"16p",0,0,7.52,0
"17p",0,0,36.83,0
"18p",0,0,99.9,0
"19p",0,0,0,0
"20p",18.83,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",20.39,0,0.22,2.8
"2q",20.09,0,10.76,0
"3q",0,0,0,0
"4q",0,0,63.48,0
"5q",0,0,22.79,0
"6q",45.85,0,0.64,0
"7q",33.62,0,0,25.96
"8q",32.9,0,0.75,3.26
"9q",25.87,0,0,0
"10q",0,0,0.17,4.16
"11q",0,0,100,0
"12q",0,0,0,3.53
"13q",68.34,0,0,0
"14q",0,0,81.65,0
"15q",0,0,42.13,0
"16q",0.6,0,0.59,0
"17q",0,0,14.16,0
"18q",0,0,54.38,0
"19q",56.9,0,0,0
"20q",53.71,0,0,0
"21q",0,0,0.81,9.39
"22q",0,0,100,0
"Yq",0,0,0,0
"Xq",2.55,0,0,0
