"","GAIN","AMPLI","LOSS","LOH"
"1p",3.28,0,0,0
"2p",18.38,0,2.63,0
"3p",0,0,0,0
"4p",2.35,0,1.49,0
"5p",3.27,0,0,0
"6p",0.41,0,2.16,14
"7p",3.68,0,0,0
"8p",0.83,0,0,0
"9p",0.61,0,0,0
"10p",0,0,6.42,0
"11p",21.4,0,0,5.67
"12p",1.13,0,0,0
"16p",16.6,0,17.78,9.59
"17p",0.23,0,12.23,0
"18p",0,0,0,0
"19p",8.68,0,47.53,0
"20p",0.82,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0.3,0,0,0
"2q",3.32,0,0,0
"3q",2.86,0,0,0
"4q",0,0,0.34,0
"5q",4.17,0,0,2.53
"6q",0,0,24.88,0
"7q",4.29,0,7,2.64
"8q",8.91,0,0.11,0
"9q",10.16,0,0,0
"10q",10.98,0,0,0
"11q",6.99,0,0.04,0
"12q",0.05,0,0,0
"13q",8.98,0,6.04,0
"14q",7.08,0,0.85,0
"15q",0.4,0,0,0
"16q",0,0,0,0
"17q",2.68,0,9.34,0
"18q",5.49,0,0,0
"19q",0,0,53.9,0
"20q",12.26,0,0,0
"21q",1.15,0,0,0
"22q",10.49,0,1.52,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
