"","GAIN","AMPLI","LOSS","LOH"
"1p",0.21,0,0.13,7.51
"2p",0,0,0.36,4.13
"3p",0.12,0,0.05,0
"4p",11.03,0,0,0
"5p",0.98,0,0.1,0
"6p",0,0,4.79,8.82
"7p",0,0,0.31,0
"8p",0,0,0,0
"9p",0,0,30.25,0
"10p",0,0,4.48,0
"11p",2.46,0,0.86,5.3
"12p",1.27,0,0,0
"16p",75.14,0,0.77,9.51
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,1.2,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",4.59,0,0,0
"1q",0,0,11.77,0
"2q",0,0,0.25,4.88
"3q",0,0,0.35,0
"4q",0,0,0.01,0
"5q",0.15,0,3.2,3.37
"6q",0.47,0,7.37,7.28
"7q",0,0,0.3,0
"8q",15.51,0,0.01,2.67
"9q",6.65,0,0.2,0
"10q",0,0,0.11,11.6
"11q",0.57,0,1.38,0
"12q",0.62,0,0.44,0
"13q",0.19,0,1.59,0
"14q",0.17,0,1.82,0
"15q",2.11,0,3.47,0
"16q",0,0,0.94,0
"17q",0.77,0,2.07,5.42
"18q",0,0,0.27,0
"19q",0,0,0,0
"20q",4.33,0,0.3,0
"21q",2.85,0,1.32,0
"22q",1.77,0,9.47,0
"Yq",0,0,0,0
"Xq",2.59,0,0.19,9.16
