"","GAIN","AMPLI","LOSS","LOH"
"1p",9.3,0,31.27,2.35
"2p",0.69,0,3.76,4.12
"3p",0.32,0,0.53,3.05
"4p",7.44,0,0,0
"5p",1.09,0,0,0
"6p",0,0,5.92,0
"7p",0,0,0.93,4.97
"8p",0.73,0,4.13,6.29
"9p",0,0,25.4,0
"10p",51.03,0,4.53,0
"11p",5.75,0,0.89,7.86
"12p",97.23,0,0.79,0
"16p",93.48,0,0.52,11.54
"17p",0,0,31.34,0
"18p",14.91,0,23.06,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",9.21,0,0.34,4.77
"1q",0,0,0.06,8.47
"2q",0.49,0,5.07,1.88
"3q",0,0,2.2,0
"4q",0,0,0.01,0
"5q",0.2,0,4.48,4.81
"6q",1.02,0,11.82,0
"7q",8.52,0,6.97,6.9
"8q",15.8,0,0.29,0
"9q",2.08,0,0.68,3.64
"10q",0.96,0,10.88,2.85
"11q",0.54,0,0.6,3.85
"12q",95.46,0,0.34,0
"13q",0,0,13.75,2.92
"14q",1.31,0,3.54,0
"15q",0.06,0,3.95,8.4
"16q",0,0,0,0
"17q",0.87,0,0.6,9.98
"18q",0,0,8.33,0
"19q",0,0,45.48,0
"20q",25.15,0,12.24,0
"21q",1.03,0,0.84,0
"22q",0,0,0,0
"Yq",0,0,0,0
"Xq",38.47,0,0.47,7.1
