"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,99.93,0
"2p",0,0,16.08,0
"3p",0,0,0.34,0
"4p",0,0,96.49,0
"5p",1.04,0,0,0
"6p",0,0,40.8,0
"7p",0,0,0,0
"8p",0,0,0,0
"9p",0,0,62.82,0
"10p",0,0,0,0
"11p",0.36,0,0,0
"12p",0,0,0,0
"16p",0,0,0,0
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,0
"1q",0,0,0,2.83
"2q",0,0,21.78,0
"3q",0,0,0,0
"4q",0,0,99.92,0
"5q",0,0,0,0
"6q",0,0,29.1,0
"7q",0,0,0,0
"8q",0.5,0,0.18,0
"9q",0,0,0,0
"10q",38.27,0,0,38.3
"11q",0,0,0,0
"12q",0.06,0,0,0
"13q",0.1,0,0,0
"14q",0.42,0,0,0
"15q",1.15,0,0,0
"16q",0,0,2.15,5.75
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,99.97,0
"20q",0,0,0,0
"21q",0,0,0,0
"22q",0.79,0,0.14,0
"Yq",0,0,0,0
"Xq",0,0,0,0
