"","GAIN","AMPLI","LOSS","LOH"
"1p",1.18,0,0,0
"2p",0.94,0,0,0
"3p",0.29,0,46.36,5.84
"4p",5.29,0,18.77,0
"5p",0,0,0.23,0
"6p",3.19,0,26.96,0
"7p",45.26,0,0,0
"8p",0,0,0.6,0
"9p",4.63,0,0,0
"10p",7.28,0,0,88.6
"11p",3.75,0,0,0
"12p",0,0,37.59,0
"16p",0.74,0,0,10.53
"17p",36.94,0,57.21,0
"18p",0,0,0,0
"19p",38.85,0,26.51,0
"20p",18.29,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,66.44,0
"1q",87.83,0,1.2,0
"2q",0.23,0,22.57,0
"3q",0.25,0,0.27,0
"4q",3.86,0,28.8,0
"5q",0,0,33.18,0
"6q",5.74,0,26.25,0
"7q",0.24,0,0,0
"8q",5.76,0,2.54,2.82
"9q",31.57,0,68.4,0
"10q",7.26,0,55.37,0
"11q",0.53,0,0.31,0
"12q",1.5,0,12.34,2.99
"13q",0.09,0,0,0
"14q",0,0,49.67,0
"15q",3.55,0,62.73,0
"16q",2.85,0,12.18,0
"17q",2.31,0,32.12,0
"18q",0.4,0,0,0
"19q",0,0,4.27,0
"20q",2.99,0,0.81,0
"21q",0,0,1.45,0
"22q",1.54,0,0.74,7.82
"Yq",0,0,0,0
"Xq",0,0,100,0
