"","GAIN","AMPLI","LOSS","LOH"
"1p",42.65,0,0,0
"2p",0,0,0,97.8
"3p",0,0,23.34,0
"4p",0,0,0,100
"5p",97.22,0,0,0
"6p",40.9,0,0,77.8
"7p",81.95,0,0,0
"8p",89.16,0,0.56,81.47
"9p",0.09,0,0,0
"10p",0,0,0,100
"11p",80.5,0,0,7.58
"12p",3.49,0,0,0
"16p",80.16,0,7.59,100
"17p",93.16,0,0,0
"18p",49.97,0,0,0
"19p",82.36,0,0,100
"20p",36.85,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",87.13,0,0,0
"1q",94.75,0,0,0
"2q",0,0,0,52.03
"3q",66.06,0,0,0
"4q",0,0,0,99.92
"5q",41.02,0,0,0
"6q",0,0,0,100
"7q",66.79,0,0,0
"8q",67.37,0,0,93.91
"9q",4.03,0,0,0
"10q",0.07,0,0,99.99
"11q",78.83,0,0,0
"12q",0,0,0,0
"13q",35.81,0,0,3.1
"14q",98.4,0,0,0
"15q",0,0,0,96.65
"16q",93.33,0,0,100
"17q",59.94,0,0,0
"18q",99.99,0,0,0
"19q",74.94,0,0,99.97
"20q",44.61,0,0,0
"21q",65.55,0,17.89,100
"22q",0,0,0.12,100
"Yq",0,0,0,0
"Xq",49.73,0,0,4.52
