"","GAIN","AMPLI","LOSS","LOH"
"1p",81.1,0,0,0
"2p",53.75,0,0,28.35
"3p",83.06,0,1.09,0
"4p",0,0,0,100
"5p",24.41,0,5.24,60.02
"6p",98.8,0,0,0
"7p",75.97,0,0,4.9
"8p",0,0,29.2,0
"9p",0,0,79.24,0
"10p",32.62,0,0.23,0
"11p",99.46,0,0,0
"12p",0,0,37.19,61.26
"16p",99.08,0,0,0
"17p",0,0,99.89,0
"18p",0,0,0,99.9
"19p",4.09,0,1.23,0
"20p",9.32,0,1.29,76.98
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",95.68,0,0,0
"1q",81.53,0,0,0
"2q",13.44,0,11.14,0
"3q",83.13,0,0,0
"4q",34.97,0,1.76,64.53
"5q",1.08,0,0.42,97.6
"6q",98.96,0,0,0
"7q",99.52,0,0.39,0
"8q",94.56,0,0,0
"9q",99.56,0,0,0
"10q",58.35,0,0,0
"11q",99.53,0,0,0
"12q",67.99,0,20.7,21.13
"13q",0,0,0.31,100
"14q",40.48,0,27.27,96.06
"15q",0.63,0,22.01,0
"16q",49.25,0,0,0
"17q",64.29,0,32.83,0
"18q",0.46,0,0.88,99.99
"19q",83.43,0,0,0
"20q",86.59,0,0.52,0
"21q",18.81,0,0.88,77.47
"22q",95.23,0,0.12,0
"Yq",0,0,0,0
"Xq",99.69,0,0,0
