"","GAIN","AMPLI","LOSS","LOH"
"1p",2.4,0,6.85,4.59
"2p",0.29,0,3.07,4.63
"3p",11.64,0,1.64,5.67
"4p",1.73,0,0,0
"5p",0,0,0,0
"6p",1.17,0,2.07,0
"7p",0,0,0.19,5.48
"8p",3.11,0,3.49,0
"9p",0,0,20.24,34.1
"10p",0,0,19.72,0
"11p",0,0,0.2,6.86
"12p",5.64,0,9.51,0
"16p",15.75,0,0.2,12.05
"17p",0,0,69.82,0
"18p",17.52,0,12.73,0
"19p",4.19,0,1.91,0
"20p",1.07,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.61,0,0,0
"1q",1.03,0,11.53,3.1
"2q",1.69,0,2.77,0
"3q",0.43,0,0.26,3.01
"4q",0,0,0.2,2.27
"5q",0.46,0,0.41,2.64
"6q",0,0,2.35,2.37
"7q",0.14,0,2.18,4.37
"8q",3.28,0,0.03,3.28
"9q",4.72,0,0,4.38
"10q",0.38,0,7.9,0
"11q",0.36,0,17.3,0
"12q",6.96,0,2.86,0
"13q",0.31,0,9.96,0
"14q",0,0,0.77,3.4
"15q",0.71,0,9.2,4.86
"16q",0,0,0.58,0
"17q",2.45,0,0.14,0
"18q",0.85,0,2,0
"19q",7.08,0,26.52,0
"20q",0.8,0,11.23,0
"21q",1.56,0,0.95,0
"22q",8.56,0,5.78,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
