"","GAIN","AMPLI","LOSS","LOH"
"1p",1.13,0,0.35,0
"2p",0.58,0,0,0
"3p",1.76,0,0.28,2.79
"4p",0,0,0.34,0
"5p",0,0,0,0
"6p",0,0,0.8,0
"7p",100,0,0,0
"8p",0.72,0,0,0
"9p",0,0,0,0
"10p",100,0,0,0
"11p",0,0,0,0
"12p",0,0,0.11,0
"16p",8.31,0,1.49,11.64
"17p",99.58,0,0,0
"18p",0,0,0,0
"19p",1.2,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0.82,0,0,10.39
"1q",99.15,0,0,0
"2q",0.37,0,0,0
"3q",0.24,0,0.4,2.7
"4q",0,0,0,0
"5q",0.91,0,0,0
"6q",0.73,0,0.34,0
"7q",98.86,0,0,2.66
"8q",0.53,0,0,0
"9q",0,0,0.32,0
"10q",100,0,0,63.97
"11q",0.02,0,0,0
"12q",0.61,0,0.09,0
"13q",1.17,0,0.28,0
"14q",1.02,0,1.52,0
"15q",0,0,1.22,0
"16q",2.68,0,1,0
"17q",96.29,0,0,0
"18q",0.47,0,0,0
"19q",0,0,0.28,0
"20q",1.7,0,1.08,0
"21q",0.74,0,0,0
"22q",0.71,0,0.12,0
"Yq",0,0,0,0
"Xq",0.59,0,0,4.64
