"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,99.93,0
"2p",0,0,0,3.01
"3p",0.3,0,0,0
"4p",0,0,0,0
"5p",0,0,0,5.77
"6p",0,0,0,8.92
"7p",0,0,0,0
"8p",0,0,0,6.01
"9p",0,0,0,0
"10p",0,0,0,6.62
"11p",0,0,0,0
"12p",0,0,0,0
"16p",0,0,0,9.66
"17p",0,0,0,0
"18p",0,0,0,0
"19p",0,0,0,0
"20p",0,0,0,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",0,0,0,6.34
"1q",0,0,1.29,0
"2q",0,0,0,0
"3q",6.67,0,0,0
"4q",0,0,0,0
"5q",0,0,0,0
"6q",0,0,0,2.3
"7q",0,0,0,2.9
"8q",0,0,0,0
"9q",0,0,0,0
"10q",0,0,0,3.82
"11q",0,0,0,3.24
"12q",0,0,0,0
"13q",0,0,0,0
"14q",0,0,0,0
"15q",0,0,0,0
"16q",0,0,0,0
"17q",0,0,0,0
"18q",0,0,0,0
"19q",0,0,99.97,0
"20q",0,0,0,0
"21q",0,0,0,9.39
"22q",0,0,0.14,0
"Yq",0,0,0,0
"Xq",0,0,0,25.7
