"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,18.66,0
"2p",1.65,0,1.72,0
"3p",0,0,0,0
"4p",0,0,0,6.14
"5p",0.1,0,0,0
"6p",0,0,0,0
"7p",100,0,0,0
"8p",0,0,0,0
"9p",0,0,0,0
"10p",0,0,0.57,0
"11p",0,0,0.61,0
"12p",0,0,0,0
"16p",4.68,0,4.7,0
"17p",2.3,0,52.84,0
"18p",0,0,0,0
"19p",43.82,0,37.34,0
"20p",0,0,1.03,0
"21p",85.12,0,0,0
"Yp",0,0,0,0
"Xp",0.83,0,0,4.67
"1q",0,0,2.08,0
"2q",1.28,0,0.09,0
"3q",0.17,0,0,0
"4q",0,0,0,0
"5q",0,0,32.8,0
"6q",0.06,0,23.31,0
"7q",40.31,0,0,0
"8q",0,0,0.27,0
"9q",0.16,0,0,0
"10q",0,0,0,2.91
"11q",4.81,0,59.41,0
"12q",0,0,0.33,0
"13q",0.82,0,3.63,0
"14q",0.1,0,0.45,0
"15q",0,0,6.42,0
"16q",0,0,0.81,0
"17q",0,0,0,0
"18q",0.2,0,0.44,0
"19q",65.32,0,0,0
"20q",1.65,0,0.16,0
"21q",76.62,0,1.23,0
"22q",0.46,0,0.73,0
"Yq",0,0,0,0
"Xq",7.56,0,0,4.16
