"","GAIN","AMPLI","LOSS","LOH"
"1p",22.25,0,0,0
"2p",78.65,0,0,0
"3p",40.45,0,27.88,0
"4p",38.04,0,11.82,7.12
"5p",5.41,0,52.97,27.45
"6p",77.78,0,0,0
"7p",2.71,0,0,0
"8p",0,0,55.92,26.59
"9p",36.03,0,0,0
"10p",0,0,100,0
"11p",13.45,0,38.75,48.34
"12p",17.52,0,80.55,82.24
"16p",70.42,0,0,7.19
"17p",3.75,0,96.18,0
"18p",58.07,0,0,0
"19p",0,0,100,0
"20p",8.88,0,13.81,0
"21p",85.12,0,0,0
"Yp",99.93,0,0,0
"Xp",26.89,0,0,0
"1q",91.14,0,1.76,94.42
"2q",13.71,0,5.23,0
"3q",27.42,0,0,0
"4q",25.45,0,43.68,9.13
"5q",32.05,0,60.52,31.72
"6q",14.39,0,29.92,22.58
"7q",40.96,0,11.27,0
"8q",5.84,0,24.19,0
"9q",0,0,92.7,0
"10q",0,0,100,0
"11q",47.93,0,41.78,0
"12q",74.64,0,0,0
"13q",62.01,0,0,0
"14q",39.68,0,3.67,50.51
"15q",10.74,0,0,0
"16q",0,0,0,0
"17q",43.96,0,0,0
"18q",19.93,0,80.02,0
"19q",46.21,0,0,0
"20q",19.64,0,40.41,0
"21q",45.65,0,0,0
"22q",39.22,0,0,0
"Yq",100,0,0,0
"Xq",99.69,0,0,0
