"","GAIN","AMPLI","LOSS","LOH"
"1p",21.95,0,0,0
"2p",41.47,0,52.68,0
"3p",21.98,0,71.48,0
"4p",75.55,0,0,0
"5p",0,0,99.94,0
"6p",0.55,0,0,0
"7p",0,0,86.48,0
"8p",20.7,0,36.97,0
"9p",14.89,0,55.98,0
"10p",28.52,0,8.83,0
"11p",0,0,97.19,0
"12p",7.24,0,86.88,87.94
"16p",0,0,41.49,39.87
"17p",0,0,14.97,99.89
"18p",0,0,94.76,0
"19p",16.76,0,34.89,30.94
"20p",0,0,96.5,0
"21p",0,0,0,0
"Yp",0,0,0,0
"Xp",72.01,0,0,0
"1q",6.39,0,86.36,0
"2q",15.72,0,3.65,3.77
"3q",0.03,0,0.46,5.7
"4q",0.83,0,26.46,0
"5q",0,0,70.91,7.35
"6q",0,0,0,0
"7q",76.94,0,0,0
"8q",18.87,0,0,5.38
"9q",0,0,0.5,0
"10q",1.49,0,64.21,0
"11q",14.95,0,22.32,5.6
"12q",0,0,0.51,0
"13q",28.27,0,43.73,0
"14q",0,0,30.62,0
"15q",67.46,0,30.47,0
"16q",0.67,0,56.02,0
"17q",0.35,0,27.08,0
"18q",0,0,17.52,95.42
"19q",10.54,0,3.32,0
"20q",0.9,0,0,0
"21q",0.35,0,0,0
"22q",20.31,0,0.12,0
"Yq",0,0,0,0
"Xq",94.52,0,0,0
