"","GAIN","AMPLI","LOSS","LOH"
"1p",1.2,0,0.05,3.4
"2p",99.91,0,0,0
"3p",0.44,0,0,0
"4p",3.32,0,0,0
"5p",99.89,0,0,0
"6p",1.54,0,0,5.45
"7p",99.9,0,0,0
"8p",0,0,0,0
"9p",0,0,54.07,0
"10p",0,0,99.94,0
"11p",0,0,0,0
"12p",0,0,0,0
"16p",99.27,0,0,10.18
"17p",43.3,0,56.62,11.74
"18p",0,0,0,0
"19p",0.5,0,0,0
"20p",98.04,0,0,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",4.3,0,0,0
"1q",96.75,0,0.76,55.05
"2q",98.63,0,0,0
"3q",47.9,0,0,0
"4q",0.92,0,7.63,0
"5q",98.1,0,0,0
"6q",0.25,0,1.3,0
"7q",56.02,0,1.9,3.35
"8q",89.54,0,0,0
"9q",1.97,0,0.49,0
"10q",0,0,32.39,3.44
"11q",0.04,0,0,0
"12q",0,0,0.63,2.9
"13q",4.69,0,19.6,0
"14q",0.54,0,0,0
"15q",18.12,0,0.44,0
"16q",75.4,0,0,0
"17q",99.6,0,0,4.8
"18q",0.83,0,0,0
"19q",15.05,0,0,0
"20q",94.71,0,0,0
"21q",0,0,91.97,0
"22q",15.53,0,0,0
"Yq",0,0,0,0
"Xq",0,0,0.26,0
