"","GAIN","AMPLI","LOSS","LOH"
"1p",0,0,29.23,0
"2p",0,0,15.95,0
"3p",0,0,74.83,0
"4p",26.21,0,0,0
"5p",10.27,0,53.06,0
"6p",0.45,0,59.54,0
"7p",0,0,42.57,0
"8p",0,0,82.09,0
"9p",0,0,46.71,24.54
"10p",1.91,0,0.95,0
"11p",2.24,0,0.39,5.69
"12p",64.21,0,0,0
"16p",1.15,0,0,9.97
"17p",2.2,0,25.04,75.32
"18p",0,0,37.2,0
"19p",0,0,0.41,0
"20p",1.02,0,2.48,0
"21p",0,0,85.12,0
"Yp",0,0,0,0
"Xp",0,0,57.62,0
"1q",36.33,0,0,0
"2q",0.49,0,15.34,0
"3q",31.22,0,9.05,0
"4q",0,0,90.77,0
"5q",1.22,0,79.77,0
"6q",0,0,81.68,0
"7q",0.23,0,8.89,0
"8q",68.79,0,0,0
"9q",0,0,0.51,0
"10q",8.78,0,0.49,0
"11q",4.9,0,34.76,11.92
"12q",34.71,0,19.33,0
"13q",0,0,31.04,0
"14q",0.42,0,85.47,4.6
"15q",23.53,0,26.65,44.55
"16q",0.88,0,0,6.78
"17q",0,0,100,0
"18q",24.68,0,10.1,8.27
"19q",0.95,0,0,0
"20q",9.62,0,9.95,10
"21q",6.81,0,84.24,0
"22q",0,0,52.56,52.88
"Yq",0,0,0,0
"Xq",0,0,100,0
